date,close,open,low,high,volume,pctChg,isST
2017-01-03,15.7407608800,15.7602903600,15.6528782200,15.8969967200,3144897,0.248762,0
2017-01-04,15.9751146400,15.7895845800,15.7407608800,16.0141736000,5914982,1.488832,0
2017-01-05,16.0044088600,15.9360556800,15.9067614600,16.0825267800,3644231,0.183367,0
2017-01-06,15.4673481600,15.9946441200,15.3404065400,16.0434678200,4833738,-3.355700,0
2017-01-09,15.4771129000,15.4478186800,15.0767585600,15.5064071200,3221327,0.063133,0
2017-01-10,15.6333487400,15.4771129000,15.4478186800,15.7700551000,2818897,1.009463,0
2017-01-11,15.2622886200,15.6626429600,15.2329944000,15.7309961400,2373900,-2.373517,0
2017-01-12,14.9498169400,15.2915828400,14.9400522000,15.4087597200,2531756,-2.047343,0
2017-01-13,14.8912285000,14.9498169400,14.7740516200,15.1255822600,2696568,-0.391903,0
2017-01-16,13.6120475600,14.8424048000,13.4069880200,14.8424048000,4821435,-8.590167,0
2017-01-17,13.7585186600,13.4851059400,13.1238105600,13.8561660600,3067352,1.076044,0
2017-01-18,13.8366365800,13.7389891800,13.6706360000,13.9538134600,2047745,0.567778,0
2017-01-19,13.7096949600,13.8171071000,13.5827533400,13.9049897600,1268013,-0.917432,0
2017-01-20,14.0709903400,13.6706360000,13.5729886000,14.1491082600,1639476,2.635327,0
2017-01-23,14.4518152000,14.1002845600,13.9342839800,14.6275805200,2134083,2.706456,0
2017-01-24,14.4518152000,14.3346383200,14.2858146200,14.7349926600,2304798,0.000000,0
2017-01-25,14.4615799400,14.2565204000,14.1588730000,14.6373452600,1173846,0.067569,0
2017-01-26,14.6080510400,14.4127562400,14.3541678000,14.8424048000,1173453,1.012827,0
2017-02-03,14.2369909200,14.5689920800,14.2174614400,14.6471100000,1011000,-2.540108,0
2017-02-06,14.8228753200,14.2858146200,14.2858146200,14.9302874600,4054378,4.115229,0
2017-02-07,14.8814637600,14.8228753200,14.8228753200,15.1451117400,2747257,0.395253,0
2017-02-08,14.8424048000,14.8424048000,14.7252279200,15.0376996000,1737028,-0.262467,0
