code,tradeStatus,code_name
sz.000034,1,神州数码
sz.000036,1,华联控股
sz.000038,1,深大通
sz.000040,1,东旭蓝天
sz.000045,1,深纺织A
sz.000048,1,京基智农
sz.000050,1,深天马A
sz.000056,1,皇庭国际
sz.000059,1,华锦股份
sz.000061,1,农产品
sz.000063,1,中兴通讯
sz.000066,1,中国长城
sz.000069,1,华侨城A
sz.000078,1,海王生物
sz.000089,1,深圳机场
sz.000096,1,广聚能源
sz.000100,1,TCL科技
sz.000151,1,中成股份
sz.000155,1,川能动力
sz.000157,1,中联重科
sz.000159,1,国际实业
sz.000301,1,东方盛虹
sz.000338,1,潍柴动力
sz.000401,1,冀东水泥
sz.000403,1,双林生物
sz.000407,1,胜利股份
sz.000409,1,ST地矿
sz.000411,1,英特集团
sz.000415,1,渤海租赁
sz.000417,1,合肥百货
sz.000420,1,吉林化纤
sz.000422,1,ST宜化
sz.000425,1,徐工机械
sz.000428,1,华天酒店
sz.000430,1,张家界
sz.000498,1,山东路桥
sz.000502,1,绿景控股
sz.000504,1,ST生物
sz.000506,1,中润资源
sz.000509,1,*ST华塑
sz.000513,1,丽珠集团
sz.000516,1,国际医学
sz.000518,1,四环生物
sz.000520,1,长航凤凰
sz.000523,1,广州浪奇
sz.000525,1,红太阳
sz.000528,1,柳工
sz.000530,1,冰山冷热
sz.000532,1,华金资本
sz.000534,1,万泽股份
sz.000537,1,广宇发展
sz.000539,1,粤电力A
sz.000541,1,佛山照明
sz.000544,1,中原环保
sz.000546,1,金圆股份
sz.000548,1,湖南投资
sz.000551,1,创元科技
sz.000553,1,安道麦A
sz.000555,1,神州信息
sz.000558,1,莱茵体育
sz.000560,1,我爱我家
sz.000563,1,陕国投A
sz.000565,1,渝三峡A
sz.000567,1,海德股份
sz.000570,1,苏常柴A
sz.000572,1,ST海马
sz.000576,1,广东甘化
sz.000582,1,北部湾港
sz.000585,1,*ST东电
sz.000587,1,*ST金洲
sz.000590,1,启迪古汉
sz.000592,1,平潭发展
sz.000595,1,*ST宝实
sz.000597,1,东北制药
sz.000599,1,青岛双星
sz.000601,1,韶能股份
sz.000605,1,渤海股份
sz.000607,1,华媒控股
sz.000609,1,中迪投资
sz.000611,1,ST天首
sz.000613,1,大东海A
sz.000616,1,海航投资
sz.000619,1,海螺型材
sz.000622,1,恒立实业
sz.000625,1,长安汽车
sz.000627,1,天茂集团
sz.000629,1,攀钢钒钛
sz.000631,1,顺发恒业
sz.000633,1,合金投资
sz.000636,1,风华高科
sz.000638,1,万方发展
sz.000650,1,仁和药业
sz.000652,1,泰达股份
sz.000656,1,金科股份
sz.000659,1,珠海中富
sz.000662,1,*ST天夏
sz.000665,1,湖北广电
sz.000667,1,美好置业
sz.000669,1,*ST金鸿
sz.000671,1,阳光城
sz.000673,1,*ST当代
sz.000677,1,恒天海龙
sz.000679,1,*ST友谊
sz.000681,1,视觉中国
sz.000683,1,远兴能源
sz.000686,1,东北证券
sz.000688,1,国城矿业
sz.000691,1,亚太实业
sz.000695,1,滨海能源
sz.000698,1,沈阳化工
sz.000701,1,厦门信达
sz.000703,1,恒逸石化
sz.000707,1,ST双环
sz.000709,1,河钢股份
sz.000711,1,京蓝科技
sz.000713,1,丰乐种业
sz.000716,1,黑芝麻
sz.000718,1,苏宁环球
sz.000720,1,新能泰山
sz.000722,1,湖南发展
sz.000725,1,京东方A
sz.000727,1,*ST东科
sz.000729,1,燕京啤酒
sz.000732,1,泰禾集团
sz.000735,1,罗牛山
sz.000737,1,ST南风
sz.000739,1,普洛药业
sz.000751,1,锌业股份
sz.000753,1,漳州发展
sz.000756,1,新华制药
sz.000758,1,中色股份
sz.000760,0,*ST斯太
sz.000762,1,西藏矿业
sz.000767,1,漳泽电力
sz.000776,1,广发证券
sz.000778,1,新兴铸管
sz.000780,1,*ST平能
sz.000783,1,长江证券
sz.000786,1,北新建材
sz.000789,1,万年青
sz.000791,1,甘肃电投
sz.000793,1,华闻集团
sz.000796,1,凯撒旅业
sz.000798,1,中水渔业
sz.000800,1,一汽解放
sz.000802,1,北京文化
sz.000806,1,*ST银河
sz.000809,1,铁岭新城
sz.000811,1,冰轮环境
sz.000813,1,德展健康
sz.000816,1,ST慧业
sz.000819,1,岳阳兴长
sz.000821,1,京山轻机
sz.000823,1,超声电子
sz.000826,1,启迪环境
sz.000829,1,天音控股
sz.000831,1,五矿稀土
sz.000835,1,*ST长动
sz.000837,1,*ST秦机
sz.000839,1,中信国安
sz.000850,1,华茂股份
sz.000852,1,石化机械
sz.000858,1,五粮液
sz.000860,1,顺鑫农业
sz.000862,1,银星能源
sz.000868,1,ST安凯
sz.000875,1,吉电股份
sz.000877,1,天山股份
sz.000880,1,潍柴重机
sz.000882,1,华联股份
sz.000885,1,城发环境
sz.000887,1,中鼎股份
sz.000889,1,中嘉博创
sz.000892,1,欢瑞世纪
sz.000895,1,双汇发展
sz.000898,1,鞍钢股份
sz.000900,1,现代投资
sz.000902,1,新洋丰
sz.000905,1,厦门港务
sz.000908,1,景峰医药
sz.000910,1,大亚圣象
sz.000912,1,泸天化
sz.000915,1,山大华特
sz.000918,1,嘉凯城
sz.000920,1,南方汇通
sz.000922,1,佳电股份
sz.000925,1,众合科技
sz.000927,1,*ST夏利
sz.000929,1,兰州黄河
sz.000931,1,中关村
sz.000933,1,神火股份
sz.000936,1,华西股份
sz.000938,1,紫光股份
sz.000948,1,南天信息
sz.000950,1,重药控股
sz.000952,1,广济药业
sz.000955,1,欣龙控股
sz.000958,1,东方能源
sz.000960,1,锡业股份
sz.000962,1,东方钽业
sz.000965,1,天保基建
sz.000967,1,盈峰环境
sz.000969,1,安泰科技
sz.000971,1,*ST高升
sz.000973,1,佛塑科技
sz.000976,1,华铁股份
sz.000978,1,桂林旅游
sz.000981,1,*ST银亿
sz.000983,1,西山煤电
sz.000987,1,越秀金控
sz.000989,1,九芝堂
sz.000993,1,闽东电力
sz.000996,1,中国中期
sz.000998,1,隆平高科
sz.001696,1,宗申动力
sz.001896,0,豫能控股
sz.001965,1,招商公路
sz.002001,1,新和成
sz.002003,1,伟星股份
sz.002005,1,*ST德豪
sz.002007,1,华兰生物
sz.002009,1,天奇股份
sz.002011,1,盾安环境
sz.002013,1,中航机电
sz.002015,1,协鑫能科
sz.002017,1,东信和平
sz.002020,1,京新药业
sz.002022,1,科华生物
sz.002024,1,苏宁易购
sz.002026,1,山东威达
sz.002028,1,思源电气
sz.002030,1,达安基因
sz.002032,1,苏泊尔
sz.002034,1,旺能环境
sz.002036,1,联创电子
sz.002038,1,双鹭药业
sz.002040,1,南京港
sz.002042,1,华孚时尚
sz.002044,1,美年健康
sz.002046,1,轴研科技
sz.002048,1,宁波华翔
sz.002050,1,三花智控
sz.002052,1,*ST同洲
sz.002054,1,德美化工
sz.002056,1,横店东磁
sz.002058,1,威尔泰
sz.002060,1,粤水电
sz.002062,1,宏润建设
sz.002064,1,华峰氨纶
sz.002066,1,瑞泰科技
sz.002068,1,黑猫股份
sz.002071,1,*ST长城
sz.002073,1,软控股份
sz.002075,1,沙钢股份
sz.002077,1,*ST大港
sz.002079,1,苏州固锝
sz.002081,1,金螳螂
sz.002083,1,孚日股份
sz.002085,1,万丰奥威
sz.002087,1,新野纺织
sz.002089,1,ST新海
sz.002091,1,江苏国泰
sz.002093,1,国脉科技
sz.002095,1,生意宝
sz.002097,1,山河智能
sz.002099,1,海翔药业
sz.002101,1,广东鸿图
sz.002103,1,广博股份
sz.002105,1,信隆健康
sz.002107,1,沃华医药
sz.002109,1,兴化股份
sz.002111,1,威海广泰
sz.002113,1,*ST天润
sz.002115,1,三维通信
sz.002117,1,东港股份
sz.002119,1,康强电子
sz.002121,1,*ST科陆
sz.002123,1,梦网集团
sz.002125,1,湘潭电化
sz.002127,1,南极电商
sz.002129,1,中环股份
sz.002131,1,利欧股份
sz.002133,1,广宇集团
sz.002135,1,东南网架
sz.002137,1,麦达数字
sz.002139,1,拓邦股份
sz.002141,1,贤丰控股
sz.002144,1,宏达高科
sz.002146,1,荣盛发展
sz.002148,1,北纬科技
sz.002150,1,通润装备
sz.002152,1,广电运通
sz.002154,1,报喜鸟
sz.002156,1,通富微电
sz.002158,1,汉钟精机
sz.002160,1,常铝股份
sz.002162,1,悦心健康
sz.002164,1,宁波东力
sz.002166,1,莱茵生物
sz.002168,1,惠程科技
sz.002170,1,芭田股份
sz.002172,1,澳洋健康
sz.002174,1,游族网络
sz.002176,1,*ST江特
sz.002178,1,延华智能
sz.002180,1,纳思达
sz.002182,1,云海金属
sz.002184,1,海得控制
sz.002186,1,全聚德
sz.002188,1,ST巴士
sz.002190,1,成飞集成
sz.002192,1,*ST融捷
sz.002194,1,武汉凡谷
sz.002196,1,方正电机
sz.002198,1,嘉应制药
sz.002200,1,ST云投
sz.002202,1,金风科技
sz.002204,1,大连重工
sz.002206,1,海利得
sz.002208,1,合肥城建
sz.002210,1,*ST飞马
sz.002212,1,南洋股份
sz.002214,1,大立科技
sz.002216,1,三全食品
sz.002218,1,拓日新能
sz.002221,1,东华能源
sz.002223,1,鱼跃医疗
sz.002225,1,濮耐股份
sz.002227,1,奥特迅
sz.002229,1,鸿博股份
sz.002231,1,奥维通信
sz.002233,1,塔牌集团
sz.002235,1,安妮股份
sz.002237,1,恒邦股份
sz.002239,1,奥特佳
sz.002241,1,歌尔股份
sz.002243,1,通产丽星
sz.002245,1,澳洋顺昌
sz.002247,1,*ST聚力
sz.002249,1,大洋电机
sz.002251,1,步步高
sz.002253,1,川大智胜
sz.002255,1,*ST海陆
sz.002258,1,利尔化学
sz.002260,0,*ST德奥
sz.002262,1,恩华药业
sz.002264,1,新华都
sz.002266,1,浙富控股
sz.002268,1,卫士通
sz.002270,1,华明装备
sz.002272,1,川润股份
sz.002274,1,华昌化工
sz.002276,1,万马股份
sz.002278,1,神开股份
sz.002280,1,*ST联络
sz.002282,1,博深股份
sz.002284,1,亚太股份
sz.002286,1,保龄宝
sz.002288,1,超华科技
sz.002290,1,ST中科创
sz.002292,1,奥飞娱乐
sz.002294,1,信立泰
sz.002296,1,辉煌科技
sz.002298,1,中电兴发
sz.002300,1,太阳电缆
sz.002302,1,西部建设
sz.002304,1,洋河股份
sz.002306,1,ST云网
sz.002308,1,威创股份
sz.002310,1,东方园林
sz.002312,1,三泰控股
sz.002314,1,南山控股
sz.002316,1,亚联发展
sz.002318,1,久立特材
sz.002320,1,海峡股份
sz.002322,1,理工环科
sz.002324,1,普利特
sz.002326,1,永太科技
sz.002328,1,新朋股份
sz.002330,1,得利斯
sz.002332,1,仙琚制药
sz.002334,1,英威腾
sz.002336,1,ST人乐
sz.002338,1,奥普光电
sz.002340,1,格林美
sz.002342,1,巨力索具
sz.002344,1,海宁皮城
sz.002346,1,柘中股份
sz.002348,1,高乐股份
sz.002350,1,北京科锐
sz.002352,1,顺丰控股
sz.002354,1,*ST天娱
sz.002356,1,*ST赫美
sz.002358,1,森源电气
sz.002360,1,同德化工
sz.002362,1,汉王科技
sz.002364,1,中恒电气
sz.002366,1,台海核电
sz.002368,1,太极股份
sz.002370,1,亚太药业
sz.002372,1,伟星新材
sz.002374,1,丽鹏股份
sz.002376,1,新北洋
sz.002378,1,章源钨业
sz.002380,1,科远智慧
sz.002382,1,蓝帆医疗
sz.002384,1,东山精密
sz.002386,1,天原集团
sz.002388,1,新亚制程
sz.002390,1,信邦制药
sz.002392,1,北京利尔
sz.002394,1,联发股份
sz.002396,1,星网锐捷
sz.002398,1,垒知集团
sz.002400,1,省广集团
sz.002402,1,和而泰
sz.002404,1,嘉欣丝绸
sz.002406,1,远东传动
sz.002408,1,齐翔腾达
sz.002410,1,广联达
sz.002412,1,汉森制药
sz.002414,1,高德红外
sz.002416,1,爱施德
sz.002418,1,*ST康盛
sz.002420,1,ST毅昌
sz.002422,1,科伦药业
sz.002424,1,贵州百灵
sz.002426,1,*ST胜利
sz.002428,1,云南锗业
sz.002430,1,杭氧股份
sz.002432,1,九安医疗
sz.002434,1,万里扬
sz.002436,1,兴森科技
sz.002438,1,江苏神通
sz.002440,1,闰土股份
sz.002442,1,龙星化工
sz.002444,1,巨星科技
sz.002446,1,盛路通信
sz.002448,1,中原内配
sz.002450,0,*ST康得
sz.002452,1,长高集团
sz.002454,1,松芝股份
sz.002456,1,欧菲光
sz.002458,1,益生股份
sz.002460,1,赣锋锂业
sz.002462,1,嘉事堂
sz.002464,1,众应互联
sz.002466,1,天齐锂业
sz.002468,1,申通快递
sz.002470,1,*ST金正
sz.002472,1,双环传动
sz.002474,1,榕基软件
sz.002476,1,宝莫股份
sz.002479,1,富春环保
sz.002481,1,双塔食品
sz.002483,1,润邦股份
sz.002485,1,希努尔
sz.002487,1,大金重工
sz.002489,1,浙江永强
sz.002491,1,通鼎互联
sz.002493,1,荣盛石化
sz.002495,1,佳隆股份
sz.002497,1,雅化集团
sz.002499,1,*ST科林
sz.002501,1,*ST利源
sz.002503,1,搜于特
sz.002505,1,大康农业
sz.002507,1,涪陵榨菜
sz.002510,1,天汽模
sz.002512,1,达华智能
sz.002514,1,宝馨科技
sz.002516,1,旷达科技
sz.002518,1,科士达
sz.002520,1,日发精机
sz.002522,1,浙江众成
sz.002524,1,光正集团
sz.002527,1,新时达
sz.002529,1,*ST海源
sz.002531,1,天顺风能
sz.002533,1,金杯电工
sz.002535,1,*ST林重
sz.002537,1,海联金汇
sz.002539,1,云图控股
sz.002541,1,鸿路钢构
sz.002543,1,万和电气
sz.002545,1,东方铁塔
sz.002547,1,春兴精工
sz.002549,1,凯美特气
sz.002551,1,尚荣医疗
sz.002553,1,南方轴承
sz.002555,1,三七互娱
sz.002557,1,洽洽食品
sz.002559,1,亚威股份
sz.002561,1,徐家汇
sz.002563,1,森马服饰
sz.002565,1,顺灏股份
sz.002567,1,唐人神
sz.002569,1,ST步森
sz.002571,1,德力股份
sz.002573,1,清新环境
sz.002575,1,*ST群兴
sz.002577,1,雷柏科技
sz.002579,1,中京电子
sz.002581,1,未名医药
sz.002583,1,海能达
sz.002585,1,双星新材
sz.002587,1,奥拓电子
sz.002589,1,瑞康医药
sz.002591,1,恒大高新
sz.002593,1,日上集团
sz.002595,1,豪迈科技
sz.002597,1,金禾实业
sz.002599,1,盛通股份
sz.002601,1,龙蟒佰利
sz.002603,1,以岭药业
sz.002606,1,大连电瓷
sz.002608,1,江苏国信
sz.002610,1,爱康科技
sz.002612,1,朗姿股份
sz.002614,1,奥佳华
sz.002616,1,长青集团
sz.002618,1,丹邦科技
sz.002620,1,瑞和股份
sz.002622,1,融钰集团
sz.002624,1,完美世界
sz.002626,1,金达威
sz.002628,1,成都路桥
sz.002630,1,华西能源
sz.002632,1,道明光学
sz.002634,1,棒杰股份
sz.002636,1,金安国纪
sz.002638,1,*ST勤上
sz.002640,1,跨境通
sz.002642,1,荣联科技
sz.002644,1,佛慈制药
sz.002646,1,青青稞酒
sz.002648,1,卫星石化
sz.002650,1,ST加加
sz.002652,1,扬子新材
sz.002654,1,万润科技
sz.002656,1,ST摩登
sz.002658,1,雪迪龙
sz.002660,1,茂硕电源
sz.002662,1,京威股份
sz.002664,1,长鹰信质
sz.002666,1,德联集团
sz.002668,1,奥马电器
sz.002670,1,国盛金控
sz.002672,1,东江环保
sz.002674,1,兴业科技
sz.002676,1,顺威股份
sz.002678,1,珠江钢琴
sz.002681,1,*ST奋达
sz.002683,1,宏大爆破
sz.002685,1,华东重机
sz.002687,1,乔治白
sz.002689,1,远大智能
sz.002691,1,冀凯股份
sz.002693,1,双成药业
sz.002695,1,煌上煌
sz.002697,1,红旗连锁
sz.002699,1,美盛文化
sz.002701,1,奥瑞金
sz.002703,1,浙江世宝
sz.002706,1,良信电器
sz.002708,1,光洋股份
sz.002711,0,*ST欧浦
sz.002713,1,东易日盛
sz.002715,1,登云股份
sz.002717,1,岭南股份
sz.002719,1,*ST麦趣
sz.002722,1,金轮股份
sz.002724,1,海洋王
sz.002726,1,龙大肉食
sz.002728,1,特一药业
sz.002730,1,电光科技
sz.002732,1,燕塘乳业
sz.002734,1,利民股份
sz.002736,1,国信证券
sz.002738,1,中矿资源
sz.002740,1,爱迪尔
sz.002742,1,三圣股份
sz.002745,1,木林森
sz.002747,1,埃斯顿
sz.002749,1,国光股份
sz.002751,1,易尚展示
sz.002753,1,永东股份
sz.002756,1,永兴材料
sz.002758,1,华通医药
sz.002760,1,凤形股份
sz.002762,1,金发拉比
sz.002765,1,蓝黛传动
sz.002767,1,先锋电子
sz.002769,1,普路通
sz.002771,1,真视通
sz.002773,1,康弘药业
sz.002775,1,文科园林
sz.002777,1,久远银海
sz.002779,1,中坚科技
sz.002781,1,奇信股份
sz.002783,1,凯龙股份
sz.002786,1,银宝山新
sz.002788,1,鹭燕医药
sz.002790,1,瑞尔特
sz.002792,1,通宇通讯
sz.002795,1,永和智控
sz.002797,1,第一创业
sz.002799,1,环球印务
sz.002801,1,微光股份
sz.002803,1,吉宏股份
sz.002806,1,华锋股份
sz.002808,1,恒久科技
sz.002810,1,山东赫达
sz.002812,1,恩捷股份
sz.002815,1,崇达技术
sz.002817,1,黄山胶囊
sz.002819,1,东方中科
sz.002821,1,凯莱英
sz.002823,1,凯中精密
sz.002825,1,纳尔股份
sz.002827,1,高争民爆
sz.002829,1,星网宇达
sz.002831,1,裕同科技
sz.002833,1,弘亚数控
sz.002836,1,新宏泽
sz.002838,1,道恩股份
sz.002840,1,华统股份
sz.002842,1,翔鹭钨业
sz.002845,1,同兴达
sz.002847,1,盐津铺子
sz.002849,1,威星智能
sz.002851,1,麦格米特
sz.002853,1,皮阿诺
sz.002856,1,美芝股份
sz.002858,1,力盛赛车
sz.002860,1,星帅尔
sz.002862,1,实丰文化
sz.002864,1,盘龙药业
sz.002866,1,传艺科技
sz.002868,1,绿康生化
sz.002870,1,香山股份
sz.002872,1,ST天圣
sz.002875,1,安奈儿
sz.002877,1,智能自控
sz.002879,1,长缆科技
sz.002881,1,美格智能
sz.002883,1,中设股份
sz.002885,1,京泉华
sz.002887,1,绿茵生态
sz.002889,1,东方嘉盛
sz.002891,1,中宠股份
sz.002893,1,华通热力
sz.002896,1,中大力德
sz.002898,1,赛隆药业
sz.002900,1,哈三联
sz.002902,1,铭普光磁
sz.002905,1,金逸影视
sz.002907,1,华森制药
sz.002909,1,集泰股份
sz.002911,1,佛燃能源
sz.002913,1,奥士康
sz.002916,1,深南电路
sz.002918,1,蒙娜丽莎
sz.002920,1,德赛西威
sz.002922,1,伊戈尔
sz.002925,1,盈趣科技
sz.002927,1,泰永长征
sz.002929,1,润建股份
sz.002931,1,锋龙股份
sz.002933,1,新兴装备
sz.002936,1,郑州银行
sz.002938,1,鹏鼎控股
sz.002940,1,昂利康
sz.002942,1,新农股份
sz.002945,1,华林证券
sz.002947,1,恒铭达
sz.002949,1,华阳国际
sz.002951,1,金时科技
sz.002953,1,日丰股份
sz.002956,1,西麦食品
sz.002958,1,青农商行
sz.002960,1,青鸟消防
sz.002962,1,五方光电
sz.002965,1,祥鑫科技
sz.002967,1,广电计量
sz.002969,1,嘉美包装
sz.002971,1,和远气体
sz.002973,1,侨银环保
sz.002976,1,瑞玛工业
sz.002978,1,安宁股份
sz.002980,1,华盛昌
sz.002982,1,湘佳股份
sz.002984,1,森麒麟
sz.002986,1,宇新股份
sz.002988,1,豪美新材
sz.002990,1,盛视科技
sz.002992,1,宝明科技
sz.002995,1,天地在线
sz.002997,1,瑞鹄模具
sz.002999,1,天禾股份
sz.003002,1,
sz.003005,1,
sz.003007,1,
sz.003009,1,
sz.003011,1,
sz.300001,1,特锐德
sz.300003,1,乐普医疗
sz.300005,1,探路者
sz.300007,1,汉威科技
sz.300009,1,安科生物
sz.300011,1,鼎汉技术
sz.300013,1,新宁物流
sz.300015,1,爱尔眼科
sz.300017,1,网宿科技
sz.300019,1,硅宝科技
sz.300021,1,大禹节水
sz.300023,1,宝德股份
sz.300025,1,华星创业
sz.300027,1,华谊兄弟
sz.300030,1,阳普医疗
sz.300032,1,金龙机电
sz.300034,1,钢研高纳
sz.300036,1,超图软件
sz.300038,1,数知科技
sz.300040,1,九洲集团
sz.300042,1,朗科科技
sz.300044,1,赛为智能
sz.300046,1,台基股份
sz.300048,1,合康新能
sz.300050,0,世纪鼎利
sz.300052,1,中青宝
sz.300054,1,鼎龙股份
sz.300056,1,中创环保
sz.300058,1,蓝色光标
sz.300061,1,旗天科技
sz.300063,1,天龙集团
sz.300065,1,海兰信
sz.300067,1,安诺其
sz.300069,1,金利华电
sz.300071,0,华谊嘉信
sz.300073,1,当升科技
sz.300075,1,数字政通
sz.300077,1,国民技术
sz.300079,1,数码科技
sz.300081,1,恒信东方
sz.300083,1,创世纪
sz.300085,1,银之杰
sz.300087,1,荃银高科
sz.300089,1,文化长城
sz.300092,1,科新机电
sz.300094,1,国联水产
sz.300096,1,易联众
sz.300098,1,高新兴
sz.300100,1,双林股份
sz.300102,1,乾照光电
sz.300105,1,龙源技术
sz.300107,1,建新股份
sz.300109,1,新开源
sz.300111,1,向日葵
sz.300113,1,顺网科技
sz.300115,1,长盈精密
sz.300117,1,嘉寓股份
sz.300119,1,瑞普生物
sz.300121,1,阳谷华泰
sz.300123,1,亚光科技
sz.300125,1,聆达股份
sz.300127,1,银河磁体
sz.300129,1,泰胜风能
sz.300131,1,英唐智控
sz.300133,1,华策影视
sz.300135,1,宝利国际
sz.300137,1,先河环保
sz.300139,1,晓程科技
sz.300141,1,和顺电气
sz.300143,1,盈康生命
sz.300145,1,中金环境
sz.300147,1,香雪制药
sz.300149,1,量子生物
sz.300151,1,昌红科技
sz.300153,1,科泰电源
sz.300155,1,安居宝
sz.300158,1,振东制药
sz.300160,1,秀强股份
sz.300162,1,雷曼光电
sz.300164,1,通源石油
sz.300166,1,东方国信
sz.300168,1,万达信息
sz.300170,1,汉得信息
sz.300172,1,中电环保
sz.300174,1,元力股份
sz.300176,1,派生科技
sz.300178,1,腾邦国际
sz.300180,1,华峰超纤
sz.300182,1,捷成股份
sz.300184,1,力源信息
sz.300187,1,永清环保
sz.300189,1,神农科技
sz.300191,1,潜能恒信
sz.300193,1,佳士科技
sz.300195,1,长荣股份
sz.300197,1,铁汉生态
sz.300199,1,翰宇药业
sz.300201,1,海伦哲
sz.300203,1,聚光科技
sz.300205,1,天喻信息
sz.300207,1,欣旺达
sz.300209,1,天泽信息
sz.300211,1,亿通科技
sz.300213,1,佳讯飞鸿
sz.300215,1,电科院
sz.300218,1,安利股份
sz.300220,1,金运激光
sz.300222,1,科大智能
sz.300224,1,正海磁材
sz.300226,1,上海钢联
sz.300228,1,富瑞特装
sz.300230,1,永利股份
sz.300232,1,洲明科技
sz.300234,1,开尔新材
sz.300236,1,上海新阳
sz.300238,1,冠昊生物
sz.300240,1,飞力达
sz.300242,1,佳云科技
sz.300244,1,迪安诊断
sz.300246,1,宝莱特
sz.300248,1,新开普
sz.300250,1,初灵信息
sz.300252,1,金信诺
sz.300254,1,仟源医药
sz.300256,1,星星科技
sz.300258,1,精锻科技
sz.300260,1,新莱应材
sz.300262,1,巴安水务
sz.300264,1,佳创视讯
sz.300266,1,兴源环境
sz.300268,1,佳沃股份
sz.300270,1,中威电子
sz.300272,1,开能健康
sz.300274,1,阳光电源
sz.300276,1,三丰智能
sz.300278,1,华昌达
sz.300280,1,紫天科技
sz.300282,1,三盛教育
sz.300284,1,苏交科
sz.300286,1,安科瑞
sz.300288,1,朗玛信息
sz.300290,1,荣科科技
sz.300292,1,吴通控股
sz.300294,0,博雅生物
sz.300296,1,利亚德
sz.300298,1,三诺生物
sz.300300,1,汉鼎宇佑
sz.300302,1,同有科技
sz.300304,1,云意电气
sz.300306,1,远方信息
sz.300308,1,中际旭创
sz.300310,1,宜通世纪
sz.300312,1,邦讯技术
sz.300314,1,戴维医疗
sz.300316,1,晶盛机电
sz.300318,1,博晖创新
sz.300320,1,海达股份
sz.300322,1,硕贝德
sz.300324,1,旋极信息
sz.300326,1,凯利泰
sz.300328,1,宜安科技
sz.300330,1,华虹计通
sz.300332,1,天壕环境
sz.300334,1,津膜科技
sz.300336,1,新文化
sz.300338,1,开元股份
sz.300340,1,科恒股份
sz.300342,1,天银机电
sz.300344,1,太空智造
sz.300346,1,南大光电
sz.300348,1,长亮科技
sz.300350,1,华鹏飞
sz.300352,1,北信源
sz.300354,1,东华测试
sz.300356,1,光一科技
sz.300358,1,楚天科技
sz.300360,1,炬华科技
sz.300363,1,博腾股份
sz.300365,1,恒华科技
sz.300367,1,ST网力
sz.300369,1,绿盟科技
sz.300371,1,汇中股份
sz.300374,1,中铁装配
sz.300376,1,易事特
sz.300378,1,鼎捷软件
sz.300380,1,安硕信息
sz.300382,1,斯莱克
sz.300384,1,三联虹普
sz.300386,1,飞天诚信
sz.300388,1,国祯环保
sz.300390,1,天华超净
sz.300392,1,腾信股份
sz.300394,1,天孚通信
sz.300396,1,迪瑞医疗
sz.300398,1,飞凯材料
sz.300400,1,劲拓股份
sz.300402,1,宝色股份
sz.300404,1,博济医药
sz.300406,1,九强生物
sz.300408,1,三环集团
sz.300410,1,正业科技
sz.300412,1,迦南科技
sz.300414,1,中光防雷
sz.300416,1,苏试试验
sz.300418,1,昆仑万维
sz.300420,1,五洋停车
sz.300422,1,博世科
sz.300424,1,航新科技
sz.300426,1,唐德影视
sz.300428,1,四通新材
sz.300430,1,诚益通
sz.300432,1,富临精工
sz.300434,1,金石亚药
sz.300436,1,广生堂
sz.300438,1,鹏辉能源
sz.300440,1,运达科技
sz.300442,1,普丽盛
sz.300444,1,双杰电气
sz.300446,1,ST乐凯
sz.300448,1,浩云科技
sz.300450,1,先导智能
sz.300452,1,山河药辅
sz.300454,1,深信服
sz.300456,1,赛微电子
sz.300458,1,全志科技
sz.300460,1,惠伦晶体
sz.300462,1,华铭智能
sz.300464,1,星徽精密
sz.300466,1,赛摩智能
sz.300468,1,四方精创
sz.300470,1,中密控股
sz.300472,1,新元科技
sz.300474,1,景嘉微
sz.300476,1,胜宏科技
sz.300478,1,杭州高新
sz.300480,1,光力科技
sz.300482,1,万孚生物
sz.300484,1,蓝海华腾
sz.300486,1,东杰智能
sz.300488,1,恒锋工具
sz.300490,1,华自科技
sz.300492,1,华图山鼎
sz.300494,1,盛天网络
sz.300496,1,中科创达
sz.300498,1,温氏股份
sz.300500,1,启迪设计
sz.300502,1,新易盛
sz.300504,1,天邑股份
sz.300506,1,名家汇
sz.300508,1,维宏股份
sz.300510,1,金冠股份
sz.300512,1,中亚股份
sz.300514,1,友讯达
sz.300516,1,久之洋
sz.300518,1,盛讯达
sz.300520,1,科大国创
sz.300522,1,世名科技
sz.300525,1,博思软件
sz.300527,1,中船应急
sz.300529,1,健帆生物
sz.300531,1,优博讯
sz.300533,1,冰川网络
sz.300535,1,达威股份
sz.300537,1,广信材料
sz.300539,1,横河模具
sz.300541,1,先进数通
sz.300543,1,朗科智能
sz.300546,1,雄帝科技
sz.300548,1,博创科技
sz.300550,1,和仁科技
sz.300552,1,万集科技
sz.300554,1,三超新材
sz.300556,1,丝路视觉
sz.300558,1,贝达药业
sz.300560,1,中富通
sz.300562,1,乐心医疗
sz.300564,1,筑博设计
sz.300566,1,激智科技
sz.300568,1,星源材质
sz.300570,1,太辰光
sz.300572,1,安车检测
sz.300575,1,中旗股份
sz.300577,1,开润股份
sz.300579,1,数字认证
sz.300581,1,晨曦航空
sz.300583,1,赛托生物
sz.300585,1,奥联电子
sz.300587,1,天铁股份
sz.300589,1,江龙船艇
sz.300591,1,万里马
sz.300593,1,新雷能
sz.300595,1,欧普康视
sz.300597,1,吉大通信
sz.300599,1,雄塑科技
sz.300601,1,康泰生物
sz.300603,1,立昂技术
sz.300605,1,恒锋信息
sz.300607,1,拓斯达
sz.300609,1,汇纳科技
sz.300611,1,美力科技
