date,close,open,low,high,volume,pctChg,isST
2002-01-04,5.4534059000,5.5821541000,5.4534059000,5.6005467000,307000,-2.145216,0
2002-01-07,5.3246577000,5.4258170000,5.2602836000,5.4258170000,272120,-2.360875,0
2002-01-08,5.3154614000,5.4166207000,5.2970688000,5.4166207000,138000,-0.172707,0
2002-01-09,5.1683206000,5.3154614000,5.1407317000,5.3246577000,312540,-2.768172,0
2002-01-10,5.2326947000,5.0579650000,5.0395724000,5.2786762000,319451,1.245555,0
2002-01-11,5.1131428000,5.2234984000,5.0671613000,5.2234984000,248100,-2.284712,0
2002-01-14,4.9016279000,5.0119835000,4.8740390000,5.0211798000,440102,-4.136691,0
2002-01-15,4.9108242000,4.8740390000,4.8280575000,5.0487687000,301055,0.187622,0
2002-01-16,4.4234203000,4.6441315000,4.4234203000,4.7268982000,2058366,-9.925097,0
2002-01-17,3.9819979000,4.3314573000,3.9819979000,4.3314573000,2181572,-9.979211,0
2002-01-18,3.9268201000,3.8624460000,3.7336978000,4.0647646000,1475354,-1.385680,0
2002-01-21,3.7153052000,3.8440534000,3.7061089000,3.9084275000,827600,-5.386417,0
2002-01-22,3.7336978000,3.6877163000,3.6877163000,3.8440534000,577463,0.495049,0
2002-01-23,4.1107461000,3.6785200000,3.6785200000,4.1107461000,854743,10.098520,0
2002-01-24,4.2302980000,4.0831572000,3.8624460000,4.3590462000,1962058,2.908280,0
2002-01-25,4.2211017000,4.2119054000,4.1291387000,4.2762795000,719600,-0.217386,0
2002-01-28,3.8808386000,4.2302980000,3.8624460000,4.2302980000,809800,-8.061009,0
2002-01-29,4.0555683000,3.7704830000,3.7336978000,4.1107461000,624877,4.502371,0
2002-01-30,4.1383350000,4.0463720000,4.0463720000,4.2027091000,643704,2.040820,0
2002-01-31,4.4050277000,4.2302980000,4.1935128000,4.4877944000,1744745,6.444444,0
2002-02-01,4.3958314000,4.4602055000,4.2762795000,4.4694018000,1182442,-0.208763,0
2002-02-04,4.5797574000,4.4142240000,4.3406536000,4.5981500000,974169,4.184096,0
2002-02-05,4.6257389000,4.6901130000,4.5429722000,4.6993093000,1049247,1.004020,0
2002-02-06,4.4142240000,4.6257389000,4.4050277000,4.6625241000,877700,-4.572565,0
2002-02-07,4.5061870000,4.4050277000,4.3682425000,4.5705611000,483545,2.083331,0
2002-02-08,4.5061870000,4.5981500000,4.5061870000,4.5981500000,493744,0.000000,0
2002-02-25,4.6533278000,4.6625241000,4.5981500000,4.7268982000,694300,3.265303,0
2002-02-26,4.6349352000,4.6533278000,4.5889537000,4.6809167000,531616,-0.395257,0
2002-02-27,4.6993093000,4.6349352000,4.6349352000,4.7452908000,792994,1.388892,0
2002-02-28,4.6165426000,4.6993093000,4.5981500000,4.7177019000,666168,-1.761255,0
2002-03-01,4.4969907000,4.5981500000,4.4877944000,4.5981500000,593192,-2.589644,0
2002-03-04,4.5429722000,4.4602055000,4.4326166000,4.5521685000,354015,1.022499,0
2002-03-05,4.6625241000,4.5429722000,4.5429722000,4.7085056000,641724,2.631581,0
2002-03-06,4.9016279000,4.6993093000,4.6625241000,5.0579650000,2279515,5.128200,0
2002-03-07,5.0303761000,4.9016279000,4.8648427000,5.0487687000,1628654,2.626639,0
2002-03-08,5.2234984000,5.1315354000,5.0303761000,5.3338540000,2652514,3.839123,0
2002-03-11,5.3798355000,5.2418910000,5.1039465000,5.3890318000,2195143,2.992959,0
2002-03-12,5.4626022000,5.3798355000,5.3338540000,5.6557245000,3643936,1.538464,0
2002-03-13,5.2051058000,5.4258170000,5.1499280000,5.4350133000,1931390,-4.713809,0
2002-03-14,5.3614429000,5.1039465000,5.0855539000,5.3706392000,1467329,3.003535,0
2002-03-15,5.1223391000,5.3798355000,5.1039465000,5.4166207000,1289530,-4.459687,0
2002-03-18,5.1591243000,5.1499280000,5.1039465000,5.3890318000,936290,0.718132,0
2002-03-19,5.3246577000,5.1959095000,5.1499280000,5.3430503000,1062186,3.208553,0
2002-03-20,5.2878725000,5.4074244000,5.2418910000,5.4166207000,1075096,-0.690846,0
2002-03-21,5.4809948000,5.3062651000,5.2970688000,5.6465282000,3614549,3.652174,0
2002-03-22,5.3614429000,5.4717985000,5.3246577000,5.4717985000,1227550,-2.181210,0
2002-03-25,5.3890318000,5.3614429000,5.3246577000,5.4258170000,698683,0.514583,0
2002-03-26,5.2326947000,5.3890318000,5.2234984000,5.3982281000,864700,-2.901025,0
2002-03-27,5.2602836000,5.1959095000,5.1775169000,5.2878725000,717999,0.527236,0
2002-03-28,5.3062651000,5.2418910000,5.2051058000,5.3154614000,546450,0.874129,0
2002-03-29,5.1131428000,5.2878725000,5.0855539000,5.2878725000,810900,-3.639515,0
2002-04-01,5.0947502000,5.0763576000,4.9843946000,5.1131428000,631059,-0.359712,0
2002-04-02,4.9935909000,5.1315354000,4.9660020000,5.1315354000,606280,-1.985562,0
2002-04-03,5.0303761000,5.0211798000,5.0119835000,5.1039465000,386334,0.736648,0
2002-04-04,5.2051058000,5.0303761000,4.9751983000,5.2418910000,476569,3.473493,0
2002-04-05,5.5085837000,5.2418910000,5.1499280000,5.5637615000,4531854,5.830388,0
2002-04-08,5.4717985000,5.5269763000,5.3338540000,5.5545652000,2333516,-0.667779,0
2002-04-09,5.5269763000,5.5085837000,5.4809948000,5.5821541000,2394347,1.008410,0
2002-04-10,5.5637615000,5.6005467000,5.4442096000,5.6097430000,1963373,0.665557,0
2002-04-11,5.3890318000,5.5913504000,5.3614429000,5.5913504000,1190100,-3.140497,0
2002-04-12,5.4074244000,5.3890318000,5.3522466000,5.4442096000,781691,0.341297,0
2002-04-15,5.3706392000,5.4074244000,5.3338540000,5.4717985000,541760,-0.680271,0
2002-04-16,5.3706392000,5.3706392000,5.3522466000,5.4350133000,323279,0.000000,0
2002-04-17,5.3982281000,5.3706392000,5.2418910000,5.4258170000,495590,0.513694,0
2002-04-18,5.3430503000,5.3982281000,5.2970688000,5.3982281000,423211,-1.022146,0
2002-04-19,5.3338540000,5.2878725000,5.1775169000,5.3430503000,742195,-0.172113,0
2002-04-22,5.2786762000,5.2970688000,5.2510873000,5.3522466000,320058,-1.034490,0
2002-04-23,5.2878725000,5.2786762000,5.2694799000,5.3338540000,258470,0.174220,0
2002-04-24,5.3522466000,5.2878725000,5.2602836000,5.4258170000,522551,1.217394,0
2002-04-25,5.3246577000,5.3338540000,5.2694799000,5.3522466000,405935,-0.515467,0
2002-04-26,5.4258170000,5.3338540000,5.3338540000,5.4717985000,568485,1.899830,0
2002-04-29,5.4717985000,5.4350133000,5.4166207000,5.4993874000,945725,0.847453,0
2002-04-30,5.4350133000,5.4809948000,5.4258170000,5.5085837000,767883,-0.672268,0
2002-05-08,5.3890318000,5.4258170000,5.3798355000,5.4534059000,395400,-0.846019,0
2002-05-09,5.5177800000,5.3798355000,5.3430503000,5.5177800000,1357013,2.389076,0
2002-05-10,5.5453689000,5.5269763000,5.5177800000,5.5913504000,3011289,0.500004,0
2002-05-13,5.3982281000,5.5453689000,5.3614429000,5.5453689000,982240,-2.653405,0
2002-05-14,5.3890318000,5.3890318000,5.3706392000,5.4534059000,433899,-0.170353,0
2002-05-15,5.2878725000,5.3982281000,5.2786762000,5.3982281000,598600,-1.877135,0
2002-05-16,5.0487687000,5.2786762000,5.0027872000,5.2786762000,1111558,-4.521743,0
2002-05-17,5.0487687000,5.0487687000,5.0487687000,5.0487687000,0,0.000000,0
2002-05-20,4.9476094000,5.0855539000,4.8924316000,5.1039465000,832873,-2.003637,0
2002-05-21,5.1683206000,5.1039465000,5.0671613000,5.2878725000,986387,4.460962,0
